MSSIM;SSIM;VIF;VSNR;VIFP;NQM;UQI;PSNR-HVS;XYZ;IFC;PSNR-HVS-M;PSNRY;PSNR;MSE;SNR;WSNR;LINLAB;DCTUNE;MOS;MOS-STD;
0.9443;0.9396;0.4526; 23.4908 ;0.3459; 16.6755 ;0.6993; 29.37500 ;-9.18960 ; 2.78910 ; 30.91510 ; 32.38200 ; 24.03120 ;-257.01612 ; 21.32780 ; 26.02840 ;-693.90000 ;-21.86690 ; 3.64520 ; 0.4725 ;
0.8933;0.8891;0.3492; 17.7209 ;0.2873; 10.7304 ;0.5547; 23.21930 ;-16.27140 ; 2.26720 ; 23.86600 ; 27.07710 ; 21.21050 ;-492.07393 ; 15.85420 ; 17.80430 ;-1.243.10000 ;-46.05050 ; 2.90630 ; 0.3767 ;
0.9911;0.9919;0.7452; 31.1185 ;0.5882; 25.4439 ;0.8696; 35.10060 ;-2.18290 ; 8.20970 ; 39.01430 ; 36.48000 ; 34.92660 ;-20.91319 ; 25.48330 ; 36.93670 ;-158.60000 ;-8.09510 ; 5.67740 ; 0.7360 ;
0.9715;0.9734;0.5255; 24.5336 ;0.4035; 20.9349 ;0.6829; 30.23750 ;-4.09450 ; 5.07170 ; 32.82350 ; 32.65580 ; 31.05480 ;-51.00354 ; 21.63030 ; 31.58450 ;-274.00000 ;-13.98040 ; 4.70970 ; 0.6105 ;
0.9271;0.9167;0.2743; 19.3311 ;0.2619; 16.1531 ;0.457; 26.17520 ;-6.29310 ; 2.53120 ; 27.75360 ; 29.97890 ; 28.29570 ;-96.27430 ; 18.94360 ; 26.39050 ;-454.70000 ;-22.09280 ; 4.00000 ; 0.5185 ;
0.851;0.813;0.0998; 15.6282 ;0.1460; 11.4102 ;0.2617; 23.01870 ;-7.97920 ; 0.79980 ; 23.95600 ; 27.85100 ; 26.02370 ;-162.44650 ; 16.81120 ; 21.61090 ;-710.10000 ;-33.78080 ; 3.12500 ; 0.4051 ;
0.9669;0.9639;0.4722; 27.3397 ;0.4246; 25.4784 ;0.655; 33.53860 ;-3.16530 ; 3.28370 ; 36.71090 ; 35.50700 ; 33.22220 ;-30.96424 ; 24.50450 ; 35.88190 ;-190.60000 ;-7.39700 ; 5.68750 ; 0.7373 ;
0.9389;0.9315;0.3071; 23.5768 ;0.3150; 21.5237 ;0.5141; 30.31220 ;-4.84660 ; 2.07850 ; 32.63200 ; 33.09040 ; 30.80580 ;-54.01326 ; 22.06690 ; 31.49190 ;-300.50000 ;-10.70950 ; 4.90630 ; 0.6360 ;
0.8898;0.874;0.1684; 19.7785 ;0.2136; 16.9075 ;0.3586; 26.90900 ;-8.19470 ; 1.11410 ; 28.43970 ; 30.51150 ; 27.79010 ;-108.16092 ; 19.47750 ; 26.06250 ;-514.70000 ;-20.67850 ; 3.90320 ; 0.5060 ;
0.7969;0.7783;0.0764; 15.0496 ;0.1237; 9.9331 ;0.2165; 21.11130 ;-16.70950 ; 0.50290 ; 21.61500 ; 25.34610 ; 21.84460 ;-425.22654 ; 14.30330 ; 16.14460 ;-1.172.60000 ;-65.52310 ; 2.22580 ; 0.2885 ;
0.9848;0.9876;0.719; 32.6908 ;0.4804; 29.8330 ;0.7842; 38.13470 ;-2.82090 ; 4.89060 ; 44.63250 ; 36.16610 ; 33.17300 ;-31.31702 ; 25.16830 ; 42.09030 ;-160.30000 ;-4.45650 ; 6.12500 ; 0.7940 ;
0.9589;0.958;0.4344; 25.8246 ;0.3462; 23.7839 ;0.6115; 32.35300 ;-4.87190 ; 2.55940 ; 35.89690 ; 33.29560 ; 30.34200 ;-60.10081 ; 22.27390 ; 34.49640 ;-282.40000 ;-8.80120 ; 5.80650 ; 0.7527 ;
0.8969;0.8818;0.186; 20.1081 ;0.2020; 16.2422 ;0.3837; 27.07060 ;-8.26120 ; 1.03610 ; 28.78570 ; 30.32230 ; 27.00870 ;-129.48229 ; 19.28110 ; 26.72870 ;-538.30000 ;-16.62610 ; 3.43750 ; 0.4456 ;
0.8328;0.8055;0.0894; 16.7120 ;0.1173; 11.9968 ;0.2336; 24.10780 ;-11.36320 ; 0.49980 ; 25.15050 ; 28.24750 ; 25.12090 ;-199.98175 ; 17.16330 ; 22.06910 ;-806.00000 ;-29.55410 ; 2.56250 ; 0.3322 ;
0.9524;0.9388;0.3104; 25.8229 ;0.2987; 23.4241 ;0.5116; 30.26040 ;-4.98910 ; 1.83600 ; 32.84340 ; 32.37080 ; 30.08510 ;-63.76324 ; 21.34590 ; 33.07680 ;-284.90000 ;-11.27800 ; 5.06250 ; 0.6562 ;
0.8617;0.8283;0.0895; 18.1451 ;0.1469; 15.7512 ;0.2704; 25.50900 ;-7.83300 ; 0.54290 ; 26.86590 ; 29.49860 ; 27.14360 ;-125.52215 ; 18.46220 ; 25.48860 ;-547.80000 ;-20.61730 ; 2.93550 ; 0.3805 ;
0.7218;0.7092;0.019; 13.5145 ;0.0584; 8.1695 ;0.1123; 21.95510 ;-10.58780 ; 0.17060 ; 22.69870 ; 26.73520 ; 24.13900 ;-250.71502 ; 15.69100 ; 18.97500 ;-1.048.60000 ;-47.96940 ; 1.23330 ; 0.1599 ;
0.6059;0.6545;0.0077; 10.0075 ;0.0336; 3.4016 ;0.0506; 19.18480 ;-13.59920 ; 0.11770 ; 19.59410 ; 23.91130 ; 21.33630 ;-478.02473 ; 12.86610 ; 14.42340 ;-1.828.90000 ;-90.02510 ; 0   ; 0   ;
0.9512;0.9466;0.6272; 22.2006 ;0.5580; 31.3858 ;0.6557; 30.14690 ;-4.98430 ; 6.43090 ; 32.26730 ; 32.03970 ; 30.51870 ;-57.70459 ; 21.01290 ; 37.10870 ;-306.40000 ;-17.93550 ; 4.51610 ; 0.5854 ;
0.8384;0.789;0.26; 13.4596 ;0.2390; 10.8983 ;0.6266; 21.09840 ;-8.93120 ; 1.57300 ; 21.60240 ; 28.04410 ; 26.70810 ;-138.76194 ; 17.00340 ; 20.57940 ;-883.10000 ;-59.70080 ; 3.32260 ; 0.4307 ;
0.731;0.6852;0.0898; 12.5226 ;0.0924; 10.3054 ;0.2008; 20.23130 ;-11.69110 ; 0.51960 ; 21.07170 ; 25.30950 ; 23.99180 ;-259.35843 ; 14.26620 ; 20.19000 ;-968.80000 ;-57.37080 ; 2.81250 ; 0.3646 ;
0.6187;0.5876;0.0622; 6.3707 ;0.0758; 6.4105 ;0.1799; 17.91970 ;-15.19360 ; 0.34120 ; 18.59570 ; 21.97520 ; 20.38290 ;-595.37468 ; 10.93040 ; 17.09830 ;-1.749.70000 ;-133.19630 ; 1.87100 ; 0.2425 ;
0.936;0.8933;0.5914; 20.7106 ;0.4372; 28.7399 ;0.6889; 27.79810 ;-7.11140 ; 4.63510 ; 29.30450 ; 31.85740 ; 30.25640 ;-61.29716 ; 20.82750 ; 32.33190 ;-254.10000 ;-23.40080 ; 4.35480 ; 0.5645 ;
0.801;0.7322;0.4214; 15.8301 ;0.2420; 10.7395 ;0.5482; 24.39450 ;-9.40290 ; 2.66770 ; 25.30100 ; 29.34940 ; 27.47830 ;-116.21184 ; 18.31110 ; 21.98830 ;-489.10000 ;-33.62380 ; 3.73330 ; 0.4839 ;
0.6744;0.5539;0.1734; 11.6139 ;0.1403; 14.0652 ;0.3217; 20.47390 ;-15.05430 ; 0.97140 ; 21.63840 ; 25.33450 ; 23.75320 ;-274.00618 ; 14.29150 ; 22.62450 ;-717.20000 ;-43.79130 ; 2.71880 ; 0.3524 ;
0.8363;0.7263;0.553; 6.5498 ;0.4082; 19.4280 ;0.5583; 17.81970 ;-16.14320 ; 4.87350 ; 18.98390 ; 22.50060 ; 21.22040 ;-490.95350 ; 11.45520 ; 23.37300 ;-977.90000 ;-76.96350 ; 3.67740 ; 0.4767 ;
0.9877;0.9839;0.8187; 24.0868 ;0.8569; 24.0772 ;0.9656; 31.88520 ;-2.42180 ; 52.59490 ; 33.66170 ; 35.30280 ; 33.86820 ;-26.68458 ; 24.25570 ; 33.34330 ;-289.30000 ;-15.54440 ; 6.25810 ; 0.8112 ;
0.9661;0.9567;0.7036; 20.3073 ;0.7681; 18.3522 ;0.9243; 28.66440 ;-3.86950 ; 42.18930 ; 29.96640 ; 32.79640 ; 31.09170 ;-50.57203 ; 21.75140 ; 28.44710 ;-429.80000 ;-21.20340 ; 5.56250 ; 0.7211 ;
0.9497;0.9395;0.6399; 19.8942 ;0.7081; 16.0474 ;0.8935; 27.37340 ;-4.76000 ; 36.29580 ; 28.44540 ; 31.83090 ; 29.97920 ;-65.33718 ; 20.78650 ; 26.38130 ;-459.30000 ;-30.84680 ; 5.18750 ; 0.6725 ;
0.9141;0.9018;0.5427; 17.2515 ;0.6206; 12.7476 ;0.836; 25.33620 ;-5.93890 ; 28.03970 ; 26.20290 ; 29.94620 ; 28.02180 ;-102.54166 ; 18.90010 ; 23.40260 ;-628.40000 ;-38.10050 ; 4.15630 ; 0.5388 ;
0.8744;0.9216;0.7783; 12.3351 ;0.7947; 6.3900 ;0.899; 22.55330 ;-8.75530 ; 55.29950 ; 22.88250 ; 27.41250 ; 25.32860 ;-190.64278 ; 16.34610 ; 17.33540 ;-1.342.10000 ;-98.98180 ; 3.25000 ; 0.4213 ;
0.9143;0.9537;0.8636; 12.0179 ;0.8813; 6.5674 ;0.9463; 22.84630 ;-9.53820 ; 65.22730 ; 23.13050 ; 27.70570 ; 25.24680 ;-194.26759 ; 16.66090 ; 17.49870 ;-1.450.20000 ;-105.76060 ; 3.68750 ; 0.4780 ;
0.9439;0.9722;0.9305; 10.0048 ;0.9379; 5.7880 ;0.972; 22.33120 ;-9.77850 ; 71.32000 ; 22.53850 ; 27.05960 ; 24.88210 ;-211.28582 ; 16.00570 ; 16.60540 ;-1.736.00000 ;-127.86800 ; 4.12500 ; 0.5347 ;
0.9642;0.9847;0.9619; 8.7984 ;0.9685; 7.3773 ;0.9854; 24.27320 ;-6.58570 ; 73.70450 ; 24.42110 ; 28.81240 ; 25.62320 ;-178.13955 ; 17.74450 ; 18.27410 ;-1.641.30000 ;-143.21890 ; 4.41940 ; 0.5729 ;
0.999;0.9926;0.9956; 152.4393 ;0.9962; 23.9471 ;0.9879; 25.32920 ;-4.34410 ; 72.01220 ; 25.33710 ; 29.44940 ; 28.13680 ;-99.86202 ; 18.41500 ; 18.58470 ;-810.10000 ;-37.82630 ; 6.28130 ; 0.8142 ;
0.9941;0.9697;0.9785; 51.4743 ;0.9791; 22.4808 ;0.9666; 19.35400 ;-9.20830 ; 25.91800 ; 19.35720 ; 23.48100 ; 22.22600 ;-389.47569 ; 12.44520 ; 12.61470 ;-1.390.20000 ;-74.28970 ; 5.50000 ; 0.7130 ;
0.9928;0.9599;0.9829; 32.8837 ;0.9855; 17.9428 ;0.9565; 15.79970 ;-12.49490 ; 68.48890 ; 15.80240 ; 19.92790 ; 18.60240 ;-897.09898 ; 8.88320 ; 9.05280 ;-2.680.40000 ;-113.46740 ; 5.40630 ; 0.7008 ;
0.9652;0.8695;1; 31.7766 ;0.8472; 18.1241 ;0.858; 13.70810 ;-16.42950 ; 12.15530 ; 13.71550 ; 17.83830 ; 16.93690 ;-1.316.40754 ; 6.78280 ; 6.95850 ;-2.474.80000 ;-139.89720 ; 5.13330 ; 0.6654 ;
0.9903;0.99;1; 23.2659 ;10.741; 15.9088 ;0.9787; 31.72190 ;-10.88380 ; 19.64270 ; 32.67270 ; 36.15720 ; 27.73150 ;-109.63024 ; 25.15780 ; 26.13190 ;-1.149.20000 ;-22.29520 ; 6.53130 ; 0.8466 ;
0.9773;0.9806;1; 21.8169 ;0.8429; 12.7749 ;0.9525; 28.74450 ;-13.89610 ; 19.36420 ; 29.40380 ; 33.21050 ; 25.54270 ;-181.47231 ; 22.18240 ; 23.03550 ;-1.409.90000 ;-30.64210 ; 5.21880 ; 0.6765 ;
0.9637;0.9658;1; 16.4384 ;11.132; 10.4990 ;0.9361; 25.73640 ;-22.96800 ; 15.89120 ; 26.41130 ; 30.17900 ; 21.03500 ;-512.36607 ; 19.14870 ; 20.16230 ;-2.554.40000 ;-45.37960 ; 5.13330 ; 0.6654 ;
0.8936;0.9187;0.601; 16.1809 ;0.6427; 7.0657 ;0.7896; 22.73090 ;-26.96150 ; 17.36180 ; 23.12810 ; 27.20850 ; 19.52390 ;-725.58845 ; 16.16660 ; 17.01680 ;-2.548.10000 ;-61.30280 ; 4.21880 ; 0.5469 ;
0.9657;0.9703;0.6947; 32.0885 ;0.5079; 30.0147 ;0.5478; 34.89980 ;-3.20900 ; 3.27410 ; 38.16390 ; 34.91140 ; 30.16260 ;-62.63547 ; 26.03220 ; 40.01100 ;-242.80000 ;-6.72840 ; 5.50000 ; 0.7130 ;
0.9368;0.9437;0.5741; 28.2610 ;0.4165; 27.3631 ;0.4589; 31.85400 ;-4.94930 ; 2.53160 ; 34.78290 ; 31.85900 ; 27.11420 ;-126.37476 ; 22.96270 ; 36.90140 ;-349.00000 ;-9.48720 ; 5.06670 ; 0.6568 ;
0.8911;0.8953;0.4547; 24.6844 ;0.3360; 24.5040 ;0.3775; 28.78930 ;-7.23850 ; 1.91970 ; 31.46410 ; 28.83600 ; 24.15410 ;-249.84483 ; 19.93040 ; 33.74810 ;-509.60000 ;-13.55920 ; 4.62070 ; 0.5990 ;
0.8254;0.821;0.353; 21.2785 ;0.2630; 21.6371 ;0.3024; 25.84190 ;-10.13910 ; 1.45400 ; 28.32410 ; 25.85340 ; 21.18440 ;-495.04008 ; 16.94450 ; 30.73930 ;-747.00000 ;-18.73160 ; 4.24140 ; 0.5498 ;
0.9906;0.9908;0.8713; 40.0764 ;0.6963; 33.6490 ;0.7209; 40.67450 ;-1.81910 ; 5.09440 ; 44.71390 ; 40.75620 ; 30.37570 ;-59.63625 ; 31.98220 ; 45.47560 ;-165.80000 ;-3.38860 ; 6.33330 ; 0.8210 ;
0.9816;0.9835;0.7896; 35.9293 ;0.5979; 31.4156 ;0.6346; 37.71710 ;-2.94080 ; 4.06790 ; 41.29620 ; 37.79330 ; 27.37150 ;-119.10510 ; 28.94590 ; 42.46780 ;-234.70000 ;-4.80940 ; 5.70000 ; 0.7389 ;
0.9652;0.9697;0.6829; 31.8741 ;0.5023; 28.8805 ;0.5455; 34.71560 ;-4.58490 ; 3.20310 ; 37.89940 ; 34.82310 ; 24.45730 ;-232.99702 ; 25.94390 ; 39.32790 ;-342.60000 ;-6.79810 ; 5.32140 ; 0.6898 ;
0.9364;0.9435;0.5647; 28.1539 ;0.4132; 26.3369 ;0.458; 31.69350 ;-7.07200 ; 2.48590 ; 34.54120 ; 31.83030 ; 21.50840 ;-459.45223 ; 22.93360 ; 36.06940 ;-515.40000 ;-9.54320 ; 4.96550 ; 0.6437 ;
0.9226;0.8958;0.5071; 24.1461 ;0.4852; 22.3207 ;0.5545; 30.04150 ;-5.04250 ; 2.19580 ; 31.58690 ; 34.93390 ; 30.17250 ;-62.49285 ; 26.05090 ; 31.84770 ;-456.50000 ;-13.58310 ; 4.37930 ; 0.5677 ;
0.8623;0.8144;0.3977; 20.7155 ;0.3832; 19.2942 ;0.4647; 26.93660 ;-7.58400 ; 1.66010 ; 28.30960 ; 31.84440 ; 27.11370 ;-126.38932 ; 22.94800 ; 28.76590 ;-640.90000 ;-19.48580 ; 3.96550 ; 0.5140 ;
0.7771;0.7016;0.2989; 17.4406 ;0.2911; 16.3541 ;0.3833; 23.95780 ;-11.00020 ; 1.22220 ; 25.21430 ; 28.86530 ; 24.15370 ;-249.86784 ; 19.95960 ; 25.81710 ;-916.00000 ;-27.26720 ; 3.60000 ; 0.4667 ;
0.6743;0.5689;0.2281; 14.2978 ;0.2172; 13.2474 ;0.3105; 20.97060 ;-14.74840 ; 0.92170 ; 22.15260 ; 25.87600 ; 21.21540 ;-491.51906 ; 16.96620 ; 22.82450 ;-1.289.90000 ;-38.88170 ; 3.06900 ; 0.3978 ;
0.9952;0.9971;0.8677; 41.5815 ;0.5689; 31.9809 ;0.8548; 38.64380 ;-3.42670 ; 8.07730 ; 46.46780 ; 34.29630 ; 29.94760 ;-65.81431 ; 25.40730 ; 43.59120 ;-268.40000 ;-4.59690 ; 6.23330 ; 0.8080 ;
0.9912;0.9959;0.8031; 37.2670 ;0.4773; 29.3742 ;0.7766; 35.68410 ;-4.73700 ; 6.80420 ; 42.25870 ; 31.47800 ; 27.12890 ;-125.94773 ; 22.57970 ; 40.09500 ;-390.20000 ;-6.61660 ; 5.46670 ; 0.7086 ;
0.9834;0.9931;0.714; 32.0349 ;0.3819; 26.0232 ;0.6551; 32.40120 ;-6.59580 ; 5.45090 ; 37.61580 ; 28.46720 ; 24.12230 ;-251.68096 ; 19.56070 ; 36.11360 ;-597.70000 ;-10.01190 ; 4.93330 ; 0.6395 ;
0.9685;0.986;0.6003; 26.8965 ;0.2944; 22.0746 ;0.4957; 28.93680 ;-9.16540 ; 4.14410 ; 32.88710 ; 25.44730 ; 21.10700 ;-503.94177 ; 16.53680 ; 31.81150 ;-937.00000 ;-15.61520 ; 4.14290 ; 0.5370 ;
0.9783;0.989;0.8306; 37.9269 ;0.5122; 33.3825 ;0.5449; 39.23260 ;-2.60450 ; 4.55980 ; 44.89490 ; 34.81970 ; 30.07900 ;-63.85286 ; 25.94320 ; 45.28390 ;-179.60000 ;-3.69520 ; 6.36670 ; 0.8253 ;
0.9436;0.9705;0.6667; 31.2596 ;0.3805; 29.6160 ;0.4042; 34.30440 ;-5.07400 ; 3.11660 ; 39.23440 ; 29.85140 ; 25.13960 ;-199.12251 ; 20.94840 ; 40.10830 ;-335.30000 ;-6.57350 ; 5.60000 ; 0.7259 ;
0.8716;0.9167;0.4748; 24.9287 ;0.2736; 25.1827 ;0.2806; 29.26810 ;-9.24180 ; 2.02930 ; 33.54910 ; 24.87250 ; 20.21730 ;-618.51518 ; 15.96190 ; 34.67140 ;-676.20000 ;-11.73930 ; 4.90000 ; 0.6352 ;
0.7483;0.7841;0.2971; 18.6471 ;0.1831; 19.5441 ;0.1735; 24.02250 ;-15.32920 ; 1.21780 ; 27.54900 ; 19.95110 ; 15.31750 ;-1.911.30661 ; 11.03880 ; 28.04390 ;-1.578.10000 ;-23.07750 ; 3.83330 ; 0.4969 ;
0.969;0.97;0.6959; 27.7690 ;0.5655; 29.4824 ;0.6399; 34.27440 ;-4.19380 ; 3.46170 ; 37.31310 ; 34.31630 ; 29.15950 ;-78.90969 ; 25.40100 ; 39.08430 ;-318.80000 ;-10.17630 ; 4.89660 ; 0.6347 ;
0.9434;0.9433;0.5582; 24.3336 ;0.4310; 26.4704 ;0.5054; 31.19630 ;-6.34320 ; 2.48640 ; 34.05970 ; 31.28440 ; 26.07300 ;-160.61288 ; 22.36790 ; 35.53630 ;-463.10000 ;-13.51930 ; 4.55170 ; 0.5900 ;
0.8975;0.8948;0.4351; 21.0346 ;0.3292; 23.2604 ;0.3868; 28.07280 ;-9.21870 ; 1.83990 ; 30.59700 ; 28.26340 ; 23.04840 ;-322.28520 ; 19.35050 ; 31.77750 ;-681.10000 ;-17.86790 ; 4.03570 ; 0.5231 ;
0.8286;0.8176;0.3276; 17.7386 ;0.2443; 19.5089 ;0.2954; 24.93010 ;-13.14940 ; 1.34950 ; 27.13320 ; 25.23740 ; 20.05680 ;-641.80096 ; 16.32440 ; 27.57670 ;-1.028.00000 ;-25.52800 ; 3.90000 ; 0.5056 ;
0.961;0.9614;0.6524; 28.0506 ;0.5507; 19.2698 ;0.5915; 31.62150 ;-5.97230 ; 3.26980 ; 32.77960 ; 34.87240 ; 30.28490 ;-60.89622 ; 26.15540 ; 29.53640 ;-632.20000 ;-15.37000 ; 4.68970 ; 0.6079 ;
0.9352;0.9392;0.5827; 24.7613 ;0.4840; 16.8597 ;0.539; 29.01880 ;-9.78910 ; 2.72730 ; 30.03640 ; 32.31680 ; 27.02520 ;-128.99128 ; 23.18740 ; 26.35810 ;-822.60000 ;-21.12930 ; 4.00000 ; 0.5185 ;
0.9276;0.9299;0.4966; 21.2762 ;0.4047; 13.7437 ;0.4685; 26.12410 ;-11.42490 ; 2.32460 ; 26.81150 ; 29.77840 ; 24.30250 ;-241.45175 ; 20.74950 ; 22.79700 ;-1.081.60000 ;-32.42270 ; 3.83330 ; 0.4969 ;
0.8859;0.8812;0.4274; 15.4646 ;0.3565; 9.9352 ;0.4085; 21.14660 ;-17.14370 ; 1.94730 ; 21.54060 ; 25.17180 ; 21.10280 ;-504.42937 ; 16.30580 ; 17.64230 ;-1.953.30000 ;-55.56660 ; 3.62070 ; 0.4693 ;
0.9954;0.995;0.764; 32.8191 ;0.6642; 28.1454 ;0.8685; 35.03910 ;-2.46020 ; 7.98250 ; 38.35340 ; 37.13790 ; 35.76920 ;-17.22504 ; 28.26910 ; 37.91400 ;-198.00000 ;-8.46880 ; 5.79310 ; 0.7510 ;
0.9856;0.9847;0.5681; 26.0287 ;0.5101; 23.5108 ;0.7326; 30.10410 ;-4.43660 ; 5.17750 ; 32.45400 ; 33.17530 ; 31.84010 ;-42.56674 ; 24.28370 ; 32.64670 ;-357.10000 ;-14.64710 ; 5.24140 ; 0.6794 ;
0.9618;0.9517;0.3426; 20.5297 ;0.3660; 18.5114 ;0.5783; 25.90470 ;-6.86120 ; 2.78450 ; 27.37710 ; 30.18250 ; 28.90860 ;-83.60271 ; 21.27770 ; 27.55220 ;-627.00000 ;-23.10780 ; 4.00000 ; 0.5185 ;
0.9153;0.8822;0.1659; 16.4980 ;0.2316; 13.4440 ;0.4205; 22.54790 ;-8.88080 ; 1.22710 ; 23.40510 ; 27.65700 ; 26.41690 ;-148.38512 ; 18.75080 ; 22.73980 ;-1.029.40000 ;-34.75480 ; 3.06900 ; 0.3978 ;
0.9859;0.9826;0.5677; 32.4122 ;0.5611; 28.4567 ;0.6531; 36.18080 ;-2.67490 ; 3.11760 ; 39.54000 ; 38.45060 ; 35.77860 ;-17.18780 ; 29.60940 ; 38.80870 ;-274.70000 ;-5.65190 ; 6.93100 ; 0.8985 ;
0.9717;0.9656;0.4197; 27.5147 ;0.4484; 24.4443 ;0.5522; 32.34940 ;-4.36790 ; 2.17280 ; 34.87760 ; 35.18180 ; 32.67970 ;-35.08410 ; 26.30090 ; 34.28140 ;-468.00000 ;-8.50120 ; 5.53330 ; 0.7173 ;
0.9424;0.9315;0.2644; 22.5360 ;0.3199; 19.6117 ;0.4246; 28.07970 ;-7.43740 ; 1.34030 ; 29.74960 ; 31.64410 ; 28.88340 ;-84.08923 ; 22.74190 ; 28.77420 ;-871.80000 ;-17.31780 ; 4.03450 ; 0.5230 ;
0.8693;0.8531;0.1388; 16.3433 ;0.2073; 12.1583 ;0.3007; 21.95810 ;-14.32600 ; 0.71420 ; 22.55880 ; 26.31470 ; 22.96650 ;-328.42058 ; 17.40310 ; 19.45490 ;-1.931.00000 ;-58.83570 ; 2.17860 ; 0.2824 ;
0.9913;0.991;0.7303; 36.9207 ;0.5781; 31.9948 ;0.7201; 39.49530 ;-2.59980 ; 3.96600 ; 44.63210 ; 37.91170 ; 34.63590 ;-22.36096 ; 29.06750 ; 43.79290 ;-214.30000 ;-3.75920 ; 6.39290 ; 0.8287 ;
0.9756;0.973;0.4805; 29.3435 ;0.4403; 26.8302 ;0.5676; 33.77850 ;-4.61470 ; 2.19910 ; 37.31390 ; 34.67110 ; 31.38400 ;-47.28031 ; 25.80330 ; 36.95440 ;-365.40000 ;-7.63460 ; 5.41380 ; 0.7018 ;
0.9336;0.9209;0.245; 22.4912 ;0.2716; 19.4147 ;0.3561; 27.81250 ;-8.88030 ; 1.04970 ; 29.69360 ; 31.09160 ; 27.20980 ;-123.62331 ; 22.20870 ; 29.14300 ;-769.00000 ;-15.63540 ; 3.16670 ; 0.4105 ;
0.8643;0.8425;0.1396; 17.7436 ;0.1789; 12.7505 ;0.2437; 23.71670 ;-14.40540 ; 0.58680 ; 24.68200 ; 27.95790 ; 23.45920 ;-293.19757 ; 19.01310 ; 22.92940 ;-1.214.80000 ;-32.32990 ; 2.26670 ; 0.2938 ;
0.9571;0.9437;0.2775; 25.0170 ;0.3334; 24.0498 ;0.4681; 29.45240 ;-5.86900 ; 1.31740 ; 31.70550 ; 32.43950 ; 30.08380 ;-63.78233 ; 23.54410 ; 33.00240 ;-474.30000 ;-12.28530 ; 4.13790 ; 0.5364 ;
0.9041;0.8757;0.1328; 19.0073 ;0.2085; 17.1984 ;0.3321; 25.17840 ;-8.85830 ; 0.65710 ; 26.46540 ; 29.53010 ; 27.07930 ;-127.39441 ; 20.62480 ; 26.59260 ;-859.30000 ;-21.82470 ; 2.86670 ; 0.3716 ;
0.7968;0.7672;0.047; 14.1510 ;0.1061; 10.0155 ;0.1927; 21.28820 ;-11.78410 ; 0.27690 ; 21.95030 ; 26.32200 ; 24.08690 ;-253.74083 ; 17.41300 ; 20.17590 ;-1.611.80000 ;-41.89780 ; 1.13790 ; 0.1475 ;
0.6526;0.6908;0.0173; 10.7733 ;0.0706; 5.6670 ;0.1071; 18.66440 ;-16.52490 ; 0.15980 ; 19.05240 ; 23.58840 ; 21.11360 ;-503.17651 ; 14.67890 ; 16.06530 ;-2.593.70000 ;-80.20460 ; 0.16670 ; 0.0216 ;
0.9566;0.946;0.5881; 23.3510 ;0.5588; 33.2082 ;0.6686; 29.55560 ;-4.95280 ; 5.25640 ; 31.47950 ; 32.02910 ; 30.63150 ;-56.22512 ; 23.13460 ; 38.45530 ;-335.40000 ;-17.05850 ; 4.36670 ; 0.5661 ;
0.8652;0.8226;0.439; 16.4330 ;0.4174; 13.9181 ;0.6057; 21.74690 ;-8.54590 ; 3.64850 ; 22.17410 ; 28.76130 ; 27.17470 ;-124.62649 ; 19.85660 ; 23.49640 ;-813.40000 ;-58.27530 ; 3.13330 ; 0.4062 ;
0.851;0.8021;0.2918; 14.2173 ;0.3066; 11.9570 ;0.4659; 20.28230 ;-10.96440 ; 2.75690 ; 20.92200 ; 26.29050 ; 24.28890 ;-242.20905 ; 17.38150 ; 22.12760 ;-1.211.60000 ;-47.83880 ; 3.13330 ; 0.4062 ;
0.8061;0.7455;0.1659; 8.2661 ;0.1821; 5.6299 ;0.3091; 17.61000 ;-13.87570 ; 0.94380 ; 18.00620 ; 22.51230 ; 20.55690 ;-571.99253 ; 13.60050 ; 15.86120 ;-1.828.50000 ;-164.60010 ; 2.33330 ; 0.3025 ;
0.8839;0.8401;0.4238; 21.0752 ;0.3709; 18.6627 ;0.4811; 27.33800 ;-7.16560 ; 2.04820 ; 28.63810 ; 31.80480 ; 30.02210 ;-64.69495 ; 22.90810 ; 28.61540 ;-513.10000 ;-21.78860 ; 3.80000 ; 0.4926 ;
0.8915;0.8682;0.5076; 19.2988 ;0.4019; 28.5262 ;0.4846; 27.35670 ;-9.18690 ; 2.66780 ; 29.41750 ; 30.22870 ; 27.14180 ;-125.57418 ; 21.32590 ; 34.38870 ;-552.50000 ;-18.32460 ; 3.96670 ; 0.5142 ;
0.6213;0.5118;0.3507; 11.8933 ;0.1830; 8.8732 ;0.2775; 20.01040 ;-13.79750 ; 1.64410 ; 20.67650 ; 25.41110 ; 24.10400 ;-252.74371 ; 16.50240 ; 19.13380 ;-1.073.00000 ;-63.27700 ; 3.34480 ; 0.4336 ;
0.4302;0.3458;0.1726; 8.2496 ;0.1157; 3.5247 ;0.206; 15.88140 ;-16.42470 ; 0.70290 ; 16.42460 ; 21.88330 ; 20.56980 ;-570.29605 ; 12.97140 ; 14.91330 ;-1.934.20000 ;-83.34530 ; 2.43330 ; 0.3154 ;
0.9911;0.9887;0.7468; 25.8796 ;0.8178; 25.8664 ;0.9712; 31.69560 ;-3.50580 ; 48.85880 ; 33.68540 ; 34.71500 ; 33.48900 ;-29.11926 ; 25.80660 ; 34.86870 ;-371.60000 ;-14.51160 ; 6.03450 ; 0.7822 ;
